,nse_symbol,screener_symbol,screener_url,nse_name,ticker_symbol
467,GNFC,GNFC,https://www.screener.in/company/GNFC/,Gujarat Narmada Valley Fertilizers and Chemicals Limited,GNFC
468,KPIGREEN,KPIGREEN,https://www.screener.in/company/KPIGREEN/consolidated/,KPI Green Energy Limited,KPIGREEN
469,CRAFTSMAN,CRAFTSMAN,https://www.screener.in/company/CRAFTSMAN/consolidated/,Craftsman Automation Limited,CRAFTSMAN
470,MAHLIFE,MAHLIFE,https://www.screener.in/company/MAHLIFE/consolidated/,Mahindra Lifespace Developers Limited,MAHLIFE
471,REDTAPE,REDTAPE,https://www.screener.in/company/REDTAPE/consolidated/,Redtape Limited,REDTAPE
472,JUBLPHARMA,JUBLPHARMA,https://www.screener.in/company/JUBLPHARMA/consolidated/,Jubilant Pharmova Limited,JUBLPHARMA
473,NETWEB,NETWEB,https://www.screener.in/company/NETWEB/,Netweb Technologies India Limited,NETWEB
474,NETWORK18,NETWORK18,https://www.screener.in/company/NETWORK18/consolidated/,Network18 Media & Investments Limited,NETWORK18
475,PRSMJOHNSN,PRSMJOHNSN,https://www.screener.in/company/PRSMJOHNSN/consolidated/,Prism Johnson Limited,PRSMJOHNSN
476,METROPOLIS,METROPOLIS,https://www.screener.in/company/METROPOLIS/consolidated/,Metropolis Healthcare Limited,METROPOLIS
477,CERA,CERA,https://www.screener.in/company/CERA/,Cera Sanitaryware Limited,CERA
478,SBFC,SBFC,https://www.screener.in/company/SBFC/,SBFC Finance Limited,SBFC
479,GRSE,GRSE,https://www.screener.in/company/GRSE/,Garden Reach Shipbuilders & Engineers Limited,GRSE
480,KIRLOSBROS,KIRLOSBROS,https://www.screener.in/company/KIRLOSBROS/consolidated/,Kirloskar Brothers Limited,KIRLOSBROS
481,UJJIVANSFB,UJJIVANSFB,https://www.screener.in/company/UJJIVANSFB/,Ujjivan Small Finance Bank Limited,UJJIVANSFB
482,SHRIPISTON,SHRIPISTON,https://www.screener.in/company/SHRIPISTON/consolidated/,Shriram Pistons & Rings Limited,SHRIPISTON
483,RENUKA,RENUKA,https://www.screener.in/company/RENUKA/consolidated/,Shree Renuka Sugars Limited,RENUKA
484,RATEGAIN,RATEGAIN,https://www.screener.in/company/RATEGAIN/consolidated/,Rategain Travel Technologies Limited,RATEGAIN
485,WOCKPHARMA,WOCKPHARMA,https://www.screener.in/company/WOCKPHARMA/consolidated/,Wockhardt Limited,WOCKPHARMA
486,SAFARI,SAFARI,https://www.screener.in/company/SAFARI/consolidated/,Safari Industries (India) Limited,SAFARI
487,HAPPYFORGE,HAPPYFORGE,https://www.screener.in/company/HAPPYFORGE/,Happy Forgings Limited,HAPPYFORGE
488,TECHNOE,TECHNOE,https://www.screener.in/company/TECHNOE/consolidated/,Techno Electric & Engineering Company Limited,TECHNOE
489,SHOPERSTOP,SHOPERSTOP,https://www.screener.in/company/SHOPERSTOP/consolidated/,Shoppers Stop Limited,SHOPERSTOP
490,SYRMA,SYRMA,https://www.screener.in/company/SYRMA/consolidated/,Syrma SGS Technology Limited,SYRMA
491,TEGA,TEGA,https://www.screener.in/company/TEGA/consolidated/,Tega Industries Limited,TEGA
492,ACI,ACI,https://www.screener.in/company/ACI/,Archean Chemical Industries Limited,ACI
493,MEDPLUS,MEDPLUS,https://www.screener.in/company/MEDPLUS/consolidated/,Medplus Health Services Limited,MEDPLUS
494,MAHSCOOTER,MAHSCOOTER,https://www.screener.in/company/MAHSCOOTER/,Maharashtra Scooters Limited,MAHSCOOTER
495,NEULANDLAB,NEULANDLAB,https://www.screener.in/company/NEULANDLAB/consolidated/,Neuland Laboratories Limited,NEULANDLAB
496,AZAD,AZAD,https://www.screener.in/company/AZAD/consolidated/,Azad Engineering Limited,AZAD
497,ESABINDIA,ESABINDIA,https://www.screener.in/company/ESABINDIA/,Esab India Limited,ESABINDIA
498,GALAXYSURF,GALAXYSURF,https://www.screener.in/company/GALAXYSURF/consolidated/,Galaxy Surfactants Limited,GALAXYSURF
499,ZENTEC,ZENTEC,https://www.screener.in/company/ZENTEC/consolidated/,Zen Technologies Limited,ZENTEC
500,JSWHL,JSWHL,https://www.screener.in/company/JSWHL/consolidated/,JSW Holdings Limited,JSWHL
501,HOMEFIRST,HOMEFIRST,https://www.screener.in/company/HOMEFIRST/,Home First Finance Company India Limited,HOMEFIRST
502,MHRIL,MHRIL,https://www.screener.in/company/MHRIL/consolidated/,Mahindra Holidays & Resorts India Limited,MHRIL
503,POWERMECH,POWERMECH,https://www.screener.in/company/POWERMECH/consolidated/,Power Mech Projects Limited,POWERMECH
504,KTKBANK,KTKBANK,https://www.screener.in/company/KTKBANK/,The Karnataka Bank Limited,KTKBANK
505,JLHL,JLHL,https://www.screener.in/company/JLHL/,Jupiter Life Line Hospitals Limited,JLHL
506,MASTEK,MASTEK,https://www.screener.in/company/MASTEK/consolidated/,Mastek Limited,MASTEK
507,PGHL,PGHL,https://www.screener.in/company/PGHL/,Procter & Gamble Health Limited,PGHL
508,THOMASCOOK,THOMASCOOK,https://www.screener.in/company/THOMASCOOK/consolidated/,Thomas Cook  (India)  Limited,THOMASCOOK
509,CCL,CCL,https://www.screener.in/company/CCL/consolidated/,CCL Products (India) Limited,CCL
510,GSFC,GSFC,https://www.screener.in/company/GSFC/consolidated/,Gujarat State Fertilizers & Chemicals Limited,GSFC
511,RAJESHEXPO,RAJESHEXPO,https://www.screener.in/company/RAJESHEXPO/consolidated/,Rajesh Exports Limited,RAJESHEXPO
512,QUESS,QUESS,https://www.screener.in/company/QUESS/consolidated/,Quess Corp Limited,QUESS
513,VARROC,VARROC,https://www.screener.in/company/VARROC/consolidated/,Varroc Engineering Limited,VARROC
514,TMB,TMB,https://www.screener.in/company/TMB/,Tamilnad Mercantile Bank Limited,TMB
515,MANINFRA,MANINFRA,https://www.screener.in/company/MANINFRA/consolidated/,Man Infraconstruction Limited,MANINFRA
516,EASEMYTRIP,EASEMYTRIP,https://www.screener.in/company/EASEMYTRIP/,Easy Trip Planners Limited,EASEMYTRIP
517,VIPIND,VIPIND,https://www.screener.in/company/VIPIND/consolidated/,VIP Industries Limited,VIPIND
518,IONEXCHANG,IONEXCHANG,https://www.screener.in/company/IONEXCHANG/consolidated/,ION Exchange (India) Limited,IONEXCHANG
519,RESPONIND,RESPONIND,https://www.screener.in/company/RESPONIND/consolidated/,Responsive Industries Limited,RESPONIND
520,MIDHANI,MIDHANI,https://www.screener.in/company/MIDHANI/,Mishra Dhatu Nigam Limited,MIDHANI
521,EMIL,EMIL,https://www.screener.in/company/EMIL/,Electronics Mart India Limited,EMIL
522,GAEL,GAEL,https://www.screener.in/company/GAEL/,Gujarat Ambuja Exports Limited,GAEL
523,BALRAMCHIN,BALRAMCHIN,https://www.screener.in/company/BALRAMCHIN/consolidated/,Balrampur Chini Mills Limited,BALRAMCHIN
524,STAR,STAR,https://www.screener.in/company/STAR/consolidated/,Strides Pharma Science Limited,STAR
525,JUBLINGREA,JUBLINGREA,https://www.screener.in/company/JUBLINGREA/consolidated/,Jubilant Ingrevia Limited,JUBLINGREA
526,SARDAEN,SARDAEN,https://www.screener.in/company/SARDAEN/consolidated/,Sarda Energy & Minerals Limited,SARDAEN
527,JMFINANCIL,JMFINANCIL,https://www.screener.in/company/JMFINANCIL/consolidated/,JM Financial Limited,JMFINANCIL
528,SOUTHBANK,SOUTHBANK,https://www.screener.in/company/SOUTHBANK/,The South Indian Bank Limited,SOUTHBANK
529,HEG,HEG,https://www.screener.in/company/HEG/consolidated/,HEG Limited,HEG
530,CHEMPLASTS,CHEMPLASTS,https://www.screener.in/company/CHEMPLASTS/consolidated/,Chemplast Sanmar Limited,CHEMPLASTS
531,ARVIND,ARVIND,https://www.screener.in/company/ARVIND/consolidated/,Arvind Limited,ARVIND
532,RCF,RCF,https://www.screener.in/company/RCF/consolidated/,Rashtriya Chemicals and Fertilizers Limited,RCF
533,NAVA,NAVA,https://www.screener.in/company/NAVA/consolidated/,NAVA LIMITED,NAVA
534,ALLCARGO,ALLCARGO,https://www.screener.in/company/ALLCARGO/consolidated/,Allcargo Logistics Limited,ALLCARGO
535,ICIL,ICIL,https://www.screener.in/company/ICIL/consolidated/,Indo Count Industries Limited,ICIL
536,IWEL,IWEL,https://www.screener.in/company/IWEL/consolidated/,Inox Wind Energy Limited,IWEL
537,KNRCON,KNRCON,https://www.screener.in/company/KNRCON/consolidated/,KNR Constructions Limited,KNRCON
538,FDC,FDC,https://www.screener.in/company/FDC/consolidated/,FDC Limited,FDC
539,RELIGARE,RELIGARE,https://www.screener.in/company/RELIGARE/consolidated/,Religare Enterprises Limited,RELIGARE
540,GRAVITA,GRAVITA,https://www.screener.in/company/GRAVITA/consolidated/,Gravita India Limited,GRAVITA
541,RUSTOMJEE,RUSTOMJEE,https://www.screener.in/company/RUSTOMJEE/consolidated/,Keystone Realtors Limited,RUSTOMJEE
542,MARKSANS,MARKSANS,https://www.screener.in/company/MARKSANS/consolidated/,Marksans Pharma Limited,MARKSANS
543,NIITMTS,NIITMTS,https://www.screener.in/company/NIITMTS/consolidated/,NIIT Learning Systems Limited,NIITMTS
544,AHLUCONT,AHLUCONT,https://www.screener.in/company/AHLUCONT/consolidated/,Ahluwalia Contracts (India) Limited,AHLUCONT
545,JUSTDIAL,JUSTDIAL,https://www.screener.in/company/JUSTDIAL/,Just Dial Limited,JUSTDIAL
546,TRIVENI,TRIVENI,https://www.screener.in/company/TRIVENI/consolidated/,Triveni Engineering & Industries Limited,TRIVENI
547,TVSSCS,TVSSCS,https://www.screener.in/company/TVSSCS/consolidated/,TVS Supply Chain Solutions Limited,TVSSCS
548,GARFIBRES,GARFIBRES,https://www.screener.in/company/GARFIBRES/consolidated/,Garware Technical Fibres Limited,GARFIBRES
549,VESUVIUS,VESUVIUS,https://www.screener.in/company/VESUVIUS/,Vesuvius India Limited,VESUVIUS
550,SAREGAMA,SAREGAMA,https://www.screener.in/company/SAREGAMA/consolidated/,Saregama India Limited,SAREGAMA
551,DBL,DBL,https://www.screener.in/company/DBL/consolidated/,Dilip Buildcon Limited,DBL
552,INDIASHLTR,INDIASHLTR,https://www.screener.in/company/INDIASHLTR/,India Shelter Finance Corporation Limited,INDIASHLTR
553,BLUEJET,BLUEJET,https://www.screener.in/company/BLUEJET/,Blue Jet Healthcare Limited,BLUEJET
554,BALAMINES,BALAMINES,https://www.screener.in/company/BALAMINES/consolidated/,Balaji Amines Limited,BALAMINES
555,ISGEC,ISGEC,https://www.screener.in/company/ISGEC/consolidated/,Isgec Heavy Engineering Limited,ISGEC
556,AVANTIFEED,AVANTIFEED,https://www.screener.in/company/AVANTIFEED/consolidated/,Avanti Feeds Limited,AVANTIFEED
557,INDIACEM,INDIACEM,https://www.screener.in/company/INDIACEM/consolidated/,The India Cements Limited,INDIACEM
558,BECTORFOOD,BECTORFOOD,https://www.screener.in/company/BECTORFOOD/consolidated/,Mrs. Bectors Food Specialities Limited,BECTORFOOD
559,CAMPUS,CAMPUS,https://www.screener.in/company/CAMPUS/,Campus Activewear Limited,CAMPUS
560,LTFOODS,LTFOODS,https://www.screener.in/company/LTFOODS/consolidated/,LT Foods Limited,LTFOODS
561,VIJAYA,VIJAYA,https://www.screener.in/company/VIJAYA/consolidated/,Vijaya Diagnostic Centre Limited,VIJAYA
562,GOCOLORS,GOCOLORS,https://www.screener.in/company/GOCOLORS/,Go Fashion (India) Limited,GOCOLORS
563,BORORENEW,BORORENEW,https://www.screener.in/company/BORORENEW/consolidated/,BOROSIL RENEWABLES LIMITED,BORORENEW
564,LXCHEM,LXCHEM,https://www.screener.in/company/LXCHEM/consolidated/,Laxmi Organic Industries Limited,LXCHEM
565,GREENLAM,GREENLAM,https://www.screener.in/company/GREENLAM/consolidated/,Greenlam Industries Limited,GREENLAM
566,DEEPAKFERT,DEEPAKFERT,https://www.screener.in/company/DEEPAKFERT/consolidated/,Deepak Fertilizers and Petrochemicals Corporation Limited,DEEPAKFERT
567,CMSINFO,CMSINFO,https://www.screener.in/company/CMSINFO/consolidated/,CMS Info Systems Limited,CMSINFO
568,KRBL,KRBL,https://www.screener.in/company/KRBL/consolidated/,KRBL Limited,KRBL
569,ETHOSLTD,ETHOSLTD,https://www.screener.in/company/ETHOSLTD/consolidated/,Ethos Limited,ETHOSLTD
570,TEXRAIL,TEXRAIL,https://www.screener.in/company/TEXRAIL/consolidated/,Texmaco Rail & Engineering Limited,TEXRAIL
571,TCI,TCI,https://www.screener.in/company/TCI/consolidated/,Transport Corporation of India Limited,TCI
573,JINDWORLD,JINDWORLD,https://www.screener.in/company/JINDWORLD/consolidated/,Jindal Worldwide Limited,JINDWORLD
574,EMUDHRA,EMUDHRA,https://www.screener.in/company/EMUDHRA/consolidated/,eMudhra Limited,EMUDHRA
575,PDSL,PDSL,https://www.screener.in/company/PDSL/consolidated/,PDS Limited,PDSL
576,GANESHHOUC,GANESHHOUC,https://www.screener.in/company/GANESHHOUC/consolidated/,Ganesh Housing Corporation Limited,GANESHHOUC
577,CSBBANK,CSBBANK,https://www.screener.in/company/CSBBANK/,CSB Bank Limited,CSBBANK
578,SHAREINDIA,SHAREINDIA,https://www.screener.in/company/SHAREINDIA/consolidated/,Share India Securities Limited,SHAREINDIA
579,IFBIND,IFBIND,https://www.screener.in/company/IFBIND/,IFB Industries Limited,IFBIND
580,PRINCEPIPE,PRINCEPIPE,https://www.screener.in/company/PRINCEPIPE/,Prince Pipes And Fittings Limited,PRINCEPIPE
581,VAIBHAVGBL,VAIBHAVGBL,https://www.screener.in/company/VAIBHAVGBL/consolidated/,Vaibhav Global Limited,VAIBHAVGBL
582,ARVINDFASN,ARVINDFASN,https://www.screener.in/company/ARVINDFASN/consolidated/,Arvind Fashions Limited,ARVINDFASN
583,EDELWEISS,EDELWEISS,https://www.screener.in/company/EDELWEISS/consolidated/,Edelweiss Financial Services Limited,EDELWEISS
584,SENCO,SENCO,https://www.screener.in/company/SENCO/,Senco Gold Limited,SENCO
585,SPANDANA,SPANDANA,https://www.screener.in/company/SPANDANA/,Spandana Sphoorty Financial Limited,SPANDANA
586,INDIGOPNTS,INDIGOPNTS,https://www.screener.in/company/INDIGOPNTS/,Indigo Paints Limited,INDIGOPNTS
587,GENUSPOWER,GENUSPOWER,https://www.screener.in/company/GENUSPOWER/consolidated/,Genus Power Infrastructures Limited,GENUSPOWER
588,SYMPHONY,SYMPHONY,https://www.screener.in/company/SYMPHONY/consolidated/,Symphony Limited,SYMPHONY
589,HGINFRA,HGINFRA,https://www.screener.in/company/HGINFRA/consolidated/,H.G. Infra Engineering Limited,HGINFRA
591,SIS,SIS,https://www.screener.in/company/SIS/consolidated/,SIS LIMITED,SIS
592,MSTCLTD,MSTCLTD,https://www.screener.in/company/MSTCLTD/consolidated/,Mstc Limited,MSTCLTD
593,NESCO,NESCO,https://www.screener.in/company/NESCO/,Nesco Limited,NESCO
594,SANGHVIMOV,SANGHVIMOV,https://www.screener.in/company/SANGHVIMOV/,Sanghvi Movers Limited,SANGHVIMOV
595,SANDUMA,SANDUMA,https://www.screener.in/company/SANDUMA/,Sandur Manganese & Iron Ores Limited,SANDUMA
597,ITDCEM,ITDCEM,https://www.screener.in/company/ITDCEM/consolidated/,ITD Cementation India Limited,ITDCEM
598,CYIENTDLM,CYIENTDLM,https://www.screener.in/company/CYIENTDLM/,Cyient DLM Limited,CYIENTDLM
599,EPL,EPL,https://www.screener.in/company/EPL/consolidated/,EPL Limited,EPL
600,SUPRAJIT,SUPRAJIT,https://www.screener.in/company/SUPRAJIT/consolidated/,Suprajit Engineering Limited,SUPRAJIT
601,SUNTECK,SUNTECK,https://www.screener.in/company/SUNTECK/consolidated/,Sunteck Realty Limited,SUNTECK
602,HEMIPROP,HEMIPROP,https://www.screener.in/company/HEMIPROP/,Hemisphere Properties India Limited,HEMIPROP
603,MOIL,MOIL,https://www.screener.in/company/MOIL/,MOIL Limited,MOIL
604,TIMETECHNO,TIMETECHNO,https://www.screener.in/company/TIMETECHNO/consolidated/,Time Technoplast Limited,TIMETECHNO
605,ASTRAMICRO,ASTRAMICRO,https://www.screener.in/company/ASTRAMICRO/consolidated/,Astra Microwave Products Limited,ASTRAMICRO
607,WONDERLA,WONDERLA,https://www.screener.in/company/WONDERLA/,Wonderla Holidays Limited,WONDERLA
608,ASKAUTOLTD,ASKAUTOLTD,https://www.screener.in/company/ASKAUTOLTD/consolidated/,ASK Automotive Limited,ASKAUTOLTD
609,LLOYDSENGG,LLOYDSENGG,https://www.screener.in/company/LLOYDSENGG/,LLOYDS ENGINEERING WORKS LIMITED,LLOYDSENGG
610,GMMPFAUDLR,GMMPFAUDLR,https://www.screener.in/company/GMMPFAUDLR/consolidated/,GMM Pfaudler Limited,GMMPFAUDLR
611,SURYAROSNI,SURYAROSNI,https://www.screener.in/company/SURYAROSNI/,Surya Roshni Limited,SURYAROSNI
612,VSTIND,VSTIND,https://www.screener.in/company/VSTIND/,VST Industries Limited,VSTIND
613,PTC,PTC,https://www.screener.in/company/PTC/consolidated/,PTC India Limited,PTC
614,JKPAPER,JKPAPER,https://www.screener.in/company/JKPAPER/consolidated/,JK Paper Limited,JKPAPER
615,SANSERA,SANSERA,https://www.screener.in/company/SANSERA/consolidated/,Sansera Engineering Limited,SANSERA
616,CHOICEIN,CHOICEIN,https://www.screener.in/company/CHOICEIN/consolidated/,Choice International Limited,CHOICEIN
617,AURIONPRO,AURIONPRO,https://www.screener.in/company/AURIONPRO/consolidated/,Aurionpro Solutions Limited,AURIONPRO
618,PAISALO,PAISALO,https://www.screener.in/company/PAISALO/consolidated/,Paisalo Digital Limited,PAISALO
619,ITDC,ITDC,https://www.screener.in/company/ITDC/consolidated/,India Tourism Development Corporation Limited,ITDC
620,HNDFDS,HNDFDS,https://www.screener.in/company/HNDFDS/consolidated/,Hindustan Foods Limited,HNDFDS
621,PARADEEP,PARADEEP,https://www.screener.in/company/PARADEEP/consolidated/,Paradeep Phosphates Limited,PARADEEP
622,KESORAMIND,KESORAMIND,https://www.screener.in/company/KESORAMIND/consolidated/,Kesoram Industries Limited,KESORAMIND
623,HCC,HCC,https://www.screener.in/company/HCC/consolidated/,Hindustan Construction Company Limited,HCC
624,ORCHPHARMA,ORCHPHARMA,https://www.screener.in/company/ORCHPHARMA/consolidated/,Orchid Pharma Limited,ORCHPHARMA
625,JAMNAAUTO,JAMNAAUTO,https://www.screener.in/company/JAMNAAUTO/consolidated/,Jamna Auto Industries Limited,JAMNAAUTO
626,ICRA,ICRA,https://www.screener.in/company/ICRA/consolidated/,ICRA Limited,ICRA
627,RSYSTEMS,RSYSTEMS,https://www.screener.in/company/RSYSTEMS/consolidated/,R Systems International Limited,RSYSTEMS
628,PRUDENT,PRUDENT,https://www.screener.in/company/PRUDENT/consolidated/,Prudent Corporate Advisory Services Limited,PRUDENT
629,MTARTECH,MTARTECH,https://www.screener.in/company/MTARTECH/,Mtar Technologies Limited,MTARTECH
630,UTKARSHBNK,UTKARSHBNK,https://www.screener.in/company/UTKARSHBNK/,Utkarsh Small Finance Bank Limited,UTKARSHBNK
631,RAIN,RAIN,https://www.screener.in/company/RAIN/consolidated/,Rain Industries Limited,RAIN
632,DYNAMATECH,DYNAMATECH,https://www.screener.in/company/DYNAMATECH/consolidated/,Dynamatic Technologies Limited,DYNAMATECH
633,JAICORPLTD,JAICORPLTD,https://www.screener.in/company/JAICORPLTD/consolidated/,Jai Corp Limited,JAICORPLTD
634,RBA,RBA,https://www.screener.in/company/RBA/consolidated/,Restaurant Brands Asia Limited,RBA
635,GATEWAY,GATEWAY,https://www.screener.in/company/GATEWAY/,Gateway Distriparks Limited,GATEWAY
636,PURVA,PURVA,https://www.screener.in/company/PURVA/consolidated/,Puravankara Limited,PURVA
637,GUJALKALI,GUJALKALI,https://www.screener.in/company/GUJALKALI/consolidated/,Gujarat Alkalies and Chemicals Limited,GUJALKALI
638,NAZARA,NAZARA,https://www.screener.in/company/NAZARA/consolidated/,Nazara Technologies Limited,NAZARA
639,RALLIS,RALLIS,https://www.screener.in/company/RALLIS/,Rallis India Limited,RALLIS
640,VRLLOG,VRLLOG,https://www.screener.in/company/VRLLOG/,VRL Logistics Limited,VRLLOG
641,GABRIEL,GABRIEL,https://www.screener.in/company/GABRIEL/,Gabriel India Limited,GABRIEL
642,DODLA,DODLA,https://www.screener.in/company/DODLA/consolidated/,Dodla Dairy Limited,DODLA
643,JKIL,JKIL,https://www.screener.in/company/JKIL/,J.Kumar Infraprojects Limited,JKIL
644,ROLEXRINGS,ROLEXRINGS,https://www.screener.in/company/ROLEXRINGS/,Rolex Rings Limited,ROLEXRINGS
645,WABAG,WABAG,https://www.screener.in/company/WABAG/consolidated/,VA Tech Wabag Limited,WABAG
646,PRICOLLTD,PRICOLLTD,https://www.screener.in/company/PRICOLLTD/consolidated/,Pricol Limited,PRICOLLTD
647,HCG,HCG,https://www.screener.in/company/HCG/consolidated/,Healthcare Global Enterprises Limited,HCG
648,AGI,AGI,https://www.screener.in/company/AGI/,AGI Greenpac Limited,AGI
649,DBCORP,DBCORP,https://www.screener.in/company/DBCORP/consolidated/,D.B.Corp Limited,DBCORP
650,FUSION,FUSION,https://www.screener.in/company/FUSION/,Fusion Micro Finance Limited,FUSION
651,DHANUKA,DHANUKA,https://www.screener.in/company/DHANUKA/consolidated/,Dhanuka Agritech Limited,DHANUKA
652,MASFIN,MASFIN,https://www.screener.in/company/MASFIN/consolidated/,MAS Financial Services Limited,MASFIN
653,SULA,SULA,https://www.screener.in/company/SULA/consolidated/,Sula Vineyards Limited,SULA
654,TDPOWERSYS,TDPOWERSYS,https://www.screener.in/company/TDPOWERSYS/consolidated/,TD Power Systems Limited,TDPOWERSYS
655,GALLANTT,GALLANTT,https://www.screener.in/company/GALLANTT/,Gallantt Ispat Limited,GALLANTT
656,JAYNECOIND,JAYNECOIND,https://www.screener.in/company/JAYNECOIND/,Jayaswal Neco Industries Limited,JAYNECOIND
657,GULFOILLUB,GULFOILLUB,https://www.screener.in/company/GULFOILLUB/,Gulf Oil Lubricants India Limited,GULFOILLUB
658,SAMHI,SAMHI,https://www.screener.in/company/SAMHI/consolidated/,Samhi Hotels Limited,SAMHI
659,TEAMLEASE,TEAMLEASE,https://www.screener.in/company/TEAMLEASE/consolidated/,Teamlease Services Limited,TEAMLEASE
660,KIRLPNU,KIRLPNU,https://www.screener.in/company/KIRLPNU/,Kirloskar Pneumatic Company Limited,KIRLPNU
661,EPIGRAL,EPIGRAL,https://www.screener.in/company/EPIGRAL/,Epigral Limited,EPIGRAL
662,TIIL,TIIL,https://www.screener.in/company/TIIL/consolidated/,Technocraft Industries (India) Limited,TIIL
663,GOPAL,GOPAL,https://www.screener.in/company/GOPAL/,Gopal Snacks Limited,GOPAL
664,JTEKTINDIA,JTEKTINDIA,https://www.screener.in/company/JTEKTINDIA/,Jtekt India Limited,JTEKTINDIA
665,HEIDELBERG,HEIDELBERG,https://www.screener.in/company/HEIDELBERG/,HeidelbergCement India Limited,HEIDELBERG
666,SUNDARMHLD,SUNDARMHLD,https://www.screener.in/company/SUNDARMHLD/consolidated/,Sundaram Finance Holdings Limited,SUNDARMHLD
667,RTNPOWER,RTNPOWER,https://www.screener.in/company/RTNPOWER/consolidated/,RattanIndia Power Limited,RTNPOWER
668,STLTECH,STLTECH,https://www.screener.in/company/STLTECH/consolidated/,Sterlite Technologies Limited,STLTECH
669,JPASSOCIAT,JPASSOCIAT,https://www.screener.in/company/JPASSOCIAT/consolidated/,Jaiprakash Associates Limited,JPASSOCIAT
670,PATELENG,PATELENG,https://www.screener.in/company/PATELENG/consolidated/,Patel Engineering Limited,PATELENG
671,ASHOKA,ASHOKA,https://www.screener.in/company/ASHOKA/consolidated/,Ashoka Buildcon Limited,ASHOKA
672,SINDHUTRAD,SINDHUTRAD,https://www.screener.in/company/SINDHUTRAD/consolidated/,Sindhu Trade Links Limited,SINDHUTRAD
673,PGEL,PGEL,https://www.screener.in/company/PGEL/consolidated/,PG Electroplast Limited,PGEL
674,NFL,NFL,https://www.screener.in/company/NFL/consolidated/,National Fertilizers Limited,NFL
675,ENTERO,ENTERO,https://www.screener.in/company/ENTERO/consolidated/,Entero Healthcare Solutions Limited,ENTERO
676,JSFB,JSFB,https://www.screener.in/company/JSFB/,Jana Small Finance Bank Limited,JSFB
677,GOKEX,GOKEX,https://www.screener.in/company/GOKEX/consolidated/,Gokaldas Exports Limited,GOKEX
678,BANCOINDIA,BANCOINDIA,https://www.screener.in/company/BANCOINDIA/consolidated/,Banco Products (I) Limited,BANCOINDIA
679,VMART,VMART,https://www.screener.in/company/VMART/,V-Mart Retail Limited,VMART
680,SHANTIGEAR,SHANTIGEAR,https://www.screener.in/company/SHANTIGEAR/,Shanthi Gears Limited,SHANTIGEAR
681,GHCL,GHCL,https://www.screener.in/company/GHCL/consolidated/,GHCL Limited,GHCL
682,SUDARSCHEM,SUDARSCHEM,https://www.screener.in/company/SUDARSCHEM/consolidated/,Sudarshan Chemical Industries Limited,SUDARSCHEM
683,WELENT,WELENT,https://www.screener.in/company/WELENT/consolidated/,Welspun Enterprises Limited,WELENT
684,FEDFINA,FEDFINA,https://www.screener.in/company/FEDFINA/,Fedbank Financial Services Limited,FEDFINA
685,NOCIL,NOCIL,https://www.screener.in/company/NOCIL/consolidated/,NOCIL Limited,NOCIL
686,TARC,TARC,https://www.screener.in/company/TARC/consolidated/,TARC Limited,TARC
687,KKCL,KKCL,https://www.screener.in/company/KKCL/,Kewal Kiran Clothing Limited,KKCL
688,ORIENTELEC,ORIENTELEC,https://www.screener.in/company/ORIENTELEC/,Orient Electric Limited,ORIENTELEC
689,BOROLTD,BOROLTD,https://www.screener.in/company/BOROLTD/consolidated/,Borosil Limited,BOROLTD
690,KIRLOSIND,KIRLOSIND,https://www.screener.in/company/KIRLOSIND/consolidated/,Kirloskar Industries Limited,KIRLOSIND
691,BALMLAWRIE,BALMLAWRIE,https://www.screener.in/company/BALMLAWRIE/consolidated/,Balmer Lawrie & Company Limited,BALMLAWRIE
692,FCL,FCL,https://www.screener.in/company/FCL/consolidated/,Fineotex Chemical Limited,FCL
693,GRWRHITECH,GRWRHITECH,https://www.screener.in/company/GRWRHITECH/consolidated/,Garware Hi-Tech Films Limited,GRWRHITECH
694,SHARDAMOTR,SHARDAMOTR,https://www.screener.in/company/SHARDAMOTR/,Sharda Motor Industries Limited,SHARDAMOTR
695,PARKHOTELS,PARKHOTELS,https://www.screener.in/company/PARKHOTELS/consolidated/,Apeejay Surrendra Park Hotels Limited,PARKHOTELS
696,MAXESTATES,MAXESTATES,https://www.screener.in/company/MAXESTATES/consolidated/,Max Estates Limited,MAXESTATES
697,TI,TI,https://www.screener.in/company/TI/consolidated/,Tilaknagar Industries Limited,TI
698,AMIORG,AMIORG,https://www.screener.in/company/AMIORG/consolidated/,Ami Organics Limited,AMIORG
699,ORIENTCEM,ORIENTCEM,https://www.screener.in/company/ORIENTCEM/,Orient Cement Limited,ORIENTCEM
700,SHILPAMED,SHILPAMED,https://www.screener.in/company/SHILPAMED/consolidated/,Shilpa Medicare Limited,SHILPAMED
701,AARTIDRUGS,AARTIDRUGS,https://www.screener.in/company/AARTIDRUGS/,Aarti Drugs Limited,AARTIDRUGS
702,LGBBROSLTD,LGBBROSLTD,https://www.screener.in/company/LGBBROSLTD/consolidated/,LG Balakrishnan & Bros Limited,LGBBROSLTD
703,AARTIPHARM,AARTIPHARM,https://www.screener.in/company/AARTIPHARM/consolidated/,Aarti Pharmalabs Limited,AARTIPHARM
704,TCIEXP,TCIEXP,https://www.screener.in/company/TCIEXP/,TCI Express Limited,TCIEXP
705,WSTCSTPAPR,WSTCSTPAPR,https://www.screener.in/company/WSTCSTPAPR/consolidated/,West Coast Paper Mills Limited,WSTCSTPAPR
