,nse_symbol,screener_symbol,screener_url,nse_name,ticker_symbol
1045,HITECHGEAR,HITECHGEAR,https://www.screener.in/company/HITECHGEAR/consolidated/,The Hi-Tech Gears Limited,HITECHGEAR
1046,INSECTICID,INSECTICID,https://www.screener.in/company/INSECTICID/,Insecticides (India) Limited,INSECTICID
1047,PENINLAND,PENINLAND,https://www.screener.in/company/PENINLAND/consolidated/,Peninsula Land Limited,PENINLAND
1048,SHREDIGCEM,SHREDIGCEM,https://www.screener.in/company/SHREDIGCEM/,Shree Digvijay Cement Co.Ltd,SHREDIGCEM
1049,SPIC,SPIC,https://www.screener.in/company/SPIC/consolidated/,Southern Petrochemicals Industries Corporation  Limited,SPIC
1050,NIITLTD,NIITLTD,https://www.screener.in/company/NIITLTD/consolidated/,NIIT Limited,NIITLTD
1051,BIGBLOC,BIGBLOC,https://www.screener.in/company/BIGBLOC/consolidated/,Bigbloc Construction Limited,BIGBLOC
1052,ORIANA,ORIANA,https://www.screener.in/company/ORIANA/consolidated/,Oriana Power Limited,ORIANA
1053,SPCENET,SPCENET,https://www.screener.in/company/SPCENET/consolidated/,Spacenet Enterprises India Limited,SPCENET
1054,SHALPAINTS,SHALPAINTS,https://www.screener.in/company/SHALPAINTS/consolidated/,Shalimar Paints Limited,SHALPAINTS
1055,KAMDHENU,KAMDHENU,https://www.screener.in/company/KAMDHENU/,Kamdhenu Limited,KAMDHENU
1056,STOVEKRAFT,STOVEKRAFT,https://www.screener.in/company/STOVEKRAFT/,Stove Kraft Limited,STOVEKRAFT
1057,RKSWAMY,RKSWAMY,https://www.screener.in/company/RKSWAMY/consolidated/,R K Swamy Limited,RKSWAMY
1058,NAVKARCORP,NAVKARCORP,https://www.screener.in/company/NAVKARCORP/,Navkar Corporation Limited,NAVKARCORP
1059,BUTTERFLY,BUTTERFLY,https://www.screener.in/company/BUTTERFLY/,Butterfly Gandhimathi Appliances Limited,BUTTERFLY
1060,DHAMPURSUG,DHAMPURSUG,https://www.screener.in/company/DHAMPURSUG/consolidated/,Dhampur Sugar Mills Limited,DHAMPURSUG
1061,NDTV,NDTV,https://www.screener.in/company/NDTV/consolidated/,New Delhi Television Limited,NDTV
1062,ARIHANTSUP,ARIHANTSUP,https://www.screener.in/company/ARIHANTSUP/consolidated/,Arihant Superstructures Limited,ARIHANTSUP
1063,VASCONEQ,VASCONEQ,https://www.screener.in/company/VASCONEQ/consolidated/,Vascon Engineers Limited,VASCONEQ
1064,KUANTUM,KUANTUM,https://www.screener.in/company/KUANTUM/,Kuantum Papers Limited,KUANTUM
1065,APTECHT,APTECHT,https://www.screener.in/company/APTECHT/consolidated/,Aptech Limited,APTECHT
1066,INDIANHUME,INDIANHUME,https://www.screener.in/company/INDIANHUME/,Indian Hume Pipe Company Limited,INDIANHUME
1067,ROSSELLIND,ROSSELLIND,https://www.screener.in/company/ROSSELLIND/consolidated/,Rossell India Limited,ROSSELLIND
1068,AHL,AHL,https://www.screener.in/company/AHL/consolidated/,Abans Holdings Limited,AHL
1069,SOLARA,SOLARA,https://www.screener.in/company/SOLARA/consolidated/,Solara Active Pharma Sciences Limited,SOLARA
1070,SUMMITSEC,SUMMITSEC,https://www.screener.in/company/SUMMITSEC/consolidated/,Summit Securities Limited,SUMMITSEC
1071,ALICON,ALICON,https://www.screener.in/company/ALICON/consolidated/,Alicon Castalloy Limited,ALICON
1072,KSOLVES,KSOLVES,https://www.screener.in/company/KSOLVES/,Ksolves India Limited,KSOLVES
1073,IGPL,IGPL,https://www.screener.in/company/IGPL/,IG Petrochemicals Limited,IGPL
1074,STEELCAS,STEELCAS,https://www.screener.in/company/STEELCAS/,Steelcast Limited,STEELCAS
1075,POKARNA,POKARNA,https://www.screener.in/company/POKARNA/consolidated/,Pokarna Limited,POKARNA
1076,ATL,ATL,https://www.screener.in/company/ATL/consolidated/,Allcargo Terminals Limited,ATL
1077,ATULAUTO,ATULAUTO,https://www.screener.in/company/ATULAUTO/consolidated/,Atul Auto Limited,ATULAUTO
1078,GANESHBE,GANESHBE,https://www.screener.in/company/GANESHBE/,Ganesh Benzoplast Limited,GANESHBE
1079,COSMOFIRST,COSMOFIRST,https://www.screener.in/company/COSMOFIRST/consolidated/,COSMO FIRST LIMITED,COSMOFIRST
1080,AWHCL,AWHCL,https://www.screener.in/company/AWHCL/consolidated/,Antony Waste Handling Cell Limited,AWHCL
1081,DWARKESH,DWARKESH,https://www.screener.in/company/DWARKESH/,Dwarikesh Sugar Industries Limited,DWARKESH
1082,HARIOMPIPE,HARIOMPIPE,https://www.screener.in/company/HARIOMPIPE/,Hariom Pipe Industries Limited,HARIOMPIPE
1083,SMCGLOBAL,SMCGLOBAL,https://www.screener.in/company/SMCGLOBAL/consolidated/,SMC Global Securities Limited,SMCGLOBAL
1084,MADRASFERT,MADRASFERT,https://www.screener.in/company/MADRASFERT/,Madras Fertilizers Limited,MADRASFERT
1085,DSSL,DSSL,https://www.screener.in/company/DSSL/,Dynacons Systems & Solutions Limited,DSSL
1086,STEELXIND,STEELXIND,https://www.screener.in/company/STEELXIND/,STEEL EXCHANGE INDIA LIMITED,STEELXIND
1087,MONTECARLO,MONTECARLO,https://www.screener.in/company/MONTECARLO/,Monte Carlo Fashions Limited,MONTECARLO
1088,E2E,E2E,https://www.screener.in/company/E2E/,E2E Networks Limited,E2E
1089,VERTOZ,VERTOZ,https://www.screener.in/company/VERTOZ/consolidated/,Vertoz Advertising Limited,VERTOZ
1090,GIRIRAJ,GIRIRAJ,https://www.screener.in/company/GIRIRAJ/,Giriraj Civil Developers Limited,GIRIRAJ
1091,NGLFINE,NGLFINE,https://www.screener.in/company/NGLFINE/,NGL Fine-Chem Limited,NGLFINE
1092,IGARASHI,IGARASHI,https://www.screener.in/company/IGARASHI/,Igarashi Motors India Limited,IGARASHI
1093,JAYBARMARU,JAYBARMARU,https://www.screener.in/company/JAYBARMARU/,Jay Bharat Maruti Limited,JAYBARMARU
1094,AVTNPL,AVTNPL,https://www.screener.in/company/AVTNPL/consolidated/,AVT Natural Products Limited,AVTNPL
1095,SKYGOLD,SKYGOLD,https://www.screener.in/company/SKYGOLD/consolidated/,Sky Gold Limited,SKYGOLD
1096,TVTODAY,TVTODAY,https://www.screener.in/company/TVTODAY/consolidated/,TV Today Network Limited,TVTODAY
1097,XCHANGING,XCHANGING,https://www.screener.in/company/XCHANGING/consolidated/,Xchanging Solutions Limited,XCHANGING
1098,ANDHRSUGAR,ANDHRSUGAR,https://www.screener.in/company/ANDHRSUGAR/consolidated/,The Andhra Sugars Limited,ANDHRSUGAR
1099,ACLGATI,ACLGATI,https://www.screener.in/company/ACLGATI/consolidated/,Allcargo Gati Limited,ACLGATI
1100,KOPRAN,KOPRAN,https://www.screener.in/company/KOPRAN/consolidated/,Kopran Limited,KOPRAN
1101,ENIL,ENIL,https://www.screener.in/company/ENIL/consolidated/,Entertainment Network (India) Limited,ENIL
1102,VERANDA,VERANDA,https://www.screener.in/company/VERANDA/consolidated/,Veranda Learning Solutions Limited,VERANDA
1103,MVGJL,MVGJL,https://www.screener.in/company/MVGJL/,Manoj Vaibhav Gems N Jewellers Limited,MVGJL
1104,OMINFRAL,OMINFRAL,https://www.screener.in/company/OMINFRAL/consolidated/,OM INFRA LIMITED,OMINFRAL
1105,ZOTA,ZOTA,https://www.screener.in/company/ZOTA/consolidated/,Zota Health Care LImited,ZOTA
1106,SNOWMAN,SNOWMAN,https://www.screener.in/company/SNOWMAN/,Snowman Logistics Limited,SNOWMAN
1107,RAJRILTD,RAJRILTD,https://www.screener.in/company/RAJRILTD/,Raj Rayon Industries Limited,RAJRILTD
1108,PUNJABCHEM,PUNJABCHEM,https://www.screener.in/company/PUNJABCHEM/consolidated/,Punjab Chemicals & Crop Protection Limited,PUNJABCHEM
1109,KITEX,KITEX,https://www.screener.in/company/KITEX/consolidated/,Kitex Garments Limited,KITEX
1110,TEXINFRA,TEXINFRA,https://www.screener.in/company/TEXINFRA/consolidated/,Texmaco Infrastructure & Holdings Limited,TEXINFRA
1111,IMPAL,IMPAL,https://www.screener.in/company/IMPAL/,India Motor Parts and Accessories Limited,IMPAL
1112,HIMATSEIDE,HIMATSEIDE,https://www.screener.in/company/HIMATSEIDE/consolidated/,Himatsingka Seide Limited,HIMATSEIDE
1113,DOLATALGO,DOLATALGO,https://www.screener.in/company/DOLATALGO/,Dolat Algotech Limited,DOLATALGO
1114,MANGCHEFER,MANGCHEFER,https://www.screener.in/company/MANGCHEFER/,Mangalore Chemicals & Fertilizers Limited,MANGCHEFER
1115,AGARIND,AGARIND,https://www.screener.in/company/AGARIND/consolidated/,Agarwal Industrial Corporation Limited,AGARIND
1116,REPRO,REPRO,https://www.screener.in/company/REPRO/consolidated/,Repro India Limited,REPRO
1117,DOLPHIN,DOLPHIN,https://www.screener.in/company/DOLPHIN/consolidated/,Dolphin Offshore Enterprises (India) Limited,DOLPHIN
1118,UTTAMSUGAR,UTTAMSUGAR,https://www.screener.in/company/UTTAMSUGAR/consolidated/,Uttam Sugar Mills Limited,UTTAMSUGAR
1119,CENTRUM,CENTRUM,https://www.screener.in/company/CENTRUM/consolidated/,Centrum Capital Limited,CENTRUM
1120,HESTERBIO,HESTERBIO,https://www.screener.in/company/HESTERBIO/consolidated/,Hester Biosciences Limited,HESTERBIO
1121,BETA,BETA,https://www.screener.in/company/BETA/consolidated/,Beta Drugs Limited,BETA
1122,MARINE,MARINE,https://www.screener.in/company/MARINE/consolidated/,Marine Electricals (India) Limited,MARINE
1123,BLISSGVS,BLISSGVS,https://www.screener.in/company/BLISSGVS/consolidated/,Bliss GVS Pharma Limited,BLISSGVS
1124,MSPL,MSPL,https://www.screener.in/company/MSPL/consolidated/,MSP Steel & Power Limited,MSPL
1125,LINCOLN,LINCOLN,https://www.screener.in/company/LINCOLN/consolidated/,Lincoln Pharmaceuticals Limited,LINCOLN
1126,SAURASHCEM,SAURASHCEM,https://www.screener.in/company/SAURASHCEM/consolidated/,Saurashtra Cement Limited,SAURASHCEM
1127,MATRIMONY,MATRIMONY,https://www.screener.in/company/MATRIMONY/consolidated/,Matrimony.Com Limited,MATRIMONY
1128,HARDWYN,HARDWYN,https://www.screener.in/company/HARDWYN/,Hardwyn India Limited,HARDWYN
1129,GMBREW,GMBREW,https://www.screener.in/company/GMBREW/,GM Breweries Limited,GMBREW
1130,SURAJEST,SURAJEST,https://www.screener.in/company/SURAJEST/consolidated/,Suraj Estate Developers Limited,SURAJEST
1131,SICALLOG,SICALLOG,https://www.screener.in/company/SICALLOG/consolidated/,Sical Logistics Limited,SICALLOG
1132,TREL,TREL,https://www.screener.in/company/TREL/consolidated/,Transindia Real Estate Limited,TREL
1133,PAKKA,PAKKA,https://www.screener.in/company/PAKKA/,PAKKA LIMITED,PAKKA
1134,HERANBA,HERANBA,https://www.screener.in/company/HERANBA/consolidated/,Heranba Industries Limited,HERANBA
1135,RAMRAT,RAMRAT,https://www.screener.in/company/RAMRAT/consolidated/,Ram Ratna Wires Limited,RAMRAT
1136,DVL,DVL,https://www.screener.in/company/DVL/consolidated/,Dhunseri Ventures Limited,DVL
1137,NACLIND,NACLIND,https://www.screener.in/company/NACLIND/consolidated/,NACL Industries Limited,NACLIND
1138,RML,RML,https://www.screener.in/company/RML/consolidated/,Rane (Madras) Limited,RML
1139,NELCAST,NELCAST,https://www.screener.in/company/NELCAST/consolidated/,Nelcast Limited,NELCAST
1140,KOKUYOCMLN,KOKUYOCMLN,https://www.screener.in/company/KOKUYOCMLN/,Kokuyo Camlin Limited,KOKUYOCMLN
1142,MACPOWER,MACPOWER,https://www.screener.in/company/MACPOWER/,Macpower CNC Machines Limited,MACPOWER
1143,INNOVANA,INNOVANA,https://www.screener.in/company/INNOVANA/consolidated/,Innovana Thinklabs Limited,INNOVANA
1144,ROTO,ROTO,https://www.screener.in/company/ROTO/consolidated/,Roto Pumps Limited,ROTO
1145,STERTOOLS,STERTOOLS,https://www.screener.in/company/STERTOOLS/consolidated/,Sterling Tools Limited,STERTOOLS
1146,MUKKA,MUKKA,https://www.screener.in/company/MUKKA/consolidated/,Mukka Proteins Limited,MUKKA
1147,TIL,TIL,https://www.screener.in/company/TIL/consolidated/,TIL Limited,TIL
1148,CSLFINANCE,CSLFINANCE,https://www.screener.in/company/CSLFINANCE/,CSL Finance Limited,CSLFINANCE
1149,GICHSGFIN,GICHSGFIN,https://www.screener.in/company/GICHSGFIN/,GIC Housing Finance Limited,GICHSGFIN
1150,SATIA,SATIA,https://www.screener.in/company/SATIA/,Satia Industries Limited,SATIA
1151,MUFTI,MUFTI,https://www.screener.in/company/MUFTI/,Credo Brands Marketing Limited,MUFTI
1152,CREST,CREST,https://www.screener.in/company/CREST/consolidated/,Crest Ventures Limited,CREST
1153,AVADHSUGAR,AVADHSUGAR,https://www.screener.in/company/AVADHSUGAR/,Avadh Sugar & Energy Limited,AVADHSUGAR
1154,WINDLAS,WINDLAS,https://www.screener.in/company/WINDLAS/consolidated/,Windlas Biotech Limited,WINDLAS
1155,KRYSTAL,KRYSTAL,https://www.screener.in/company/KRYSTAL/,Krystal Integrated Services Limited,KRYSTAL
1156,YUKEN,YUKEN,https://www.screener.in/company/YUKEN/consolidated/,Yuken India Limited,YUKEN
1157,ASIANENE,ASIANENE,https://www.screener.in/company/ASIANENE/consolidated/,Asian Energy Services Limited,ASIANENE
1158,SPORTKING,SPORTKING,https://www.screener.in/company/SPORTKING/,Sportking India Limited,SPORTKING
1159,KOTYARK,KOTYARK,https://www.screener.in/company/KOTYARK/,Kotyark Industries Limited,KOTYARK
1160,CLSEL,CLSEL,https://www.screener.in/company/CLSEL/,Chaman Lal Setia Exports Limited,CLSEL
1161,KAMOPAINTS,KAMOPAINTS,https://www.screener.in/company/KAMOPAINTS/consolidated/,Kamdhenu Ventures Limited,KAMOPAINTS
1162,HUBTOWN,HUBTOWN,https://www.screener.in/company/HUBTOWN/consolidated/,Hubtown Limited,HUBTOWN
1163,VALIANTORG,VALIANTORG,https://www.screener.in/company/VALIANTORG/consolidated/,Valiant Organics Limited,VALIANTORG
1164,INDOTECH,INDOTECH,https://www.screener.in/company/INDOTECH/,Indo Tech Transformers Limited,INDOTECH
1165,COFFEEDAY,COFFEEDAY,https://www.screener.in/company/COFFEEDAY/consolidated/,Coffee Day Enterprises Limited,COFFEEDAY
1166,SYNCOMF,SYNCOMF,https://www.screener.in/company/SYNCOMF/,Syncom Formulations (India) Limited,SYNCOMF
1167,NDRAUTO,NDRAUTO,https://www.screener.in/company/NDRAUTO/consolidated/,Ndr Auto Components Limited,NDRAUTO
1168,DHANBANK,DHANBANK,https://www.screener.in/company/DHANBANK/,Dhanlaxmi Bank Limited,DHANBANK
1169,ONEPOINT,ONEPOINT,https://www.screener.in/company/ONEPOINT/consolidated/,One Point One Solutions Limited,ONEPOINT
1170,HIRECT,HIRECT,https://www.screener.in/company/HIRECT/,Hind Rectifiers Limited,HIRECT
1171,KABRAEXTRU,KABRAEXTRU,https://www.screener.in/company/KABRAEXTRU/,Kabra Extrusion Technik Limited,KABRAEXTRU
1172,REMUS,REMUS,https://www.screener.in/company/REMUS/consolidated/,Remus Pharmaceuticals Limited,REMUS
1173,INDORAMA,INDORAMA,https://www.screener.in/company/INDORAMA/consolidated/,Indo Rama Synthetics (India) Limited,INDORAMA
1174,GULPOLY,GULPOLY,https://www.screener.in/company/GULPOLY/,Gulshan Polyols Limited,GULPOLY
1175,HEUBACHIND,HEUBACHIND,https://www.screener.in/company/HEUBACHIND/,Heubach Colorants India Limited,HEUBACHIND
1176,OAL,OAL,https://www.screener.in/company/OAL/,Oriental Aromatics Limited,OAL
1177,CREATIVE,CREATIVE,https://www.screener.in/company/CREATIVE/consolidated/,Creative Newtech Limited,CREATIVE
1178,ONWARDTEC,ONWARDTEC,https://www.screener.in/company/ONWARDTEC/consolidated/,Onward Technologies Limited,ONWARDTEC
1179,URJA,URJA,https://www.screener.in/company/URJA/consolidated/,Urja Global Limited,URJA
1180,PVP,PVP,https://www.screener.in/company/PVP/consolidated/,PVP Ventures Limited,PVP
1181,ROHLTD,ROHLTD,https://www.screener.in/company/ROHLTD/consolidated/,Royal Orchid Hotels Limited,ROHLTD
1182,BLAL,BLAL,https://www.screener.in/company/BLAL/,BEML Land Assets Limited,BLAL
1183,SATINDLTD,SATINDLTD,https://www.screener.in/company/SATINDLTD/consolidated/,Sat Industries Limited,SATINDLTD
1184,VIMTALABS,VIMTALABS,https://www.screener.in/company/VIMTALABS/,Vimta Labs Limited,VIMTALABS
1185,ZUARIIND,ZUARIIND,https://www.screener.in/company/ZUARIIND/consolidated/,ZUARI INDUSTRIES LIMITED,ZUARIIND
1186,GSLSU,GSLSU,https://www.screener.in/company/GSLSU/consolidated/,Global Surfaces Limited,GSLSU
1187,NAHARSPING,NAHARSPING,https://www.screener.in/company/NAHARSPING/,Nahar Spinning Mills Limited,NAHARSPING
1188,MANALIPETC,MANALIPETC,https://www.screener.in/company/MANALIPETC/consolidated/,Manali Petrochemicals Limited,MANALIPETC
1189,SASTASUNDR,SASTASUNDR,https://www.screener.in/company/SASTASUNDR/consolidated/,Sastasundar Ventures Limited,SASTASUNDR
1190,DLINKINDIA,DLINKINDIA,https://www.screener.in/company/DLINKINDIA/,D-Link (India) Limited,DLINKINDIA
1191,RGL,RGL,https://www.screener.in/company/RGL/consolidated/,Renaissance Global Limited,RGL
1192,FOCUS,FOCUS,https://www.screener.in/company/FOCUS/consolidated/,Focus Lighting and Fixtures Limited,FOCUS
1193,GANDHITUBE,GANDHITUBE,https://www.screener.in/company/GANDHITUBE/,Gandhi Special Tubes Limited,GANDHITUBE
1194,KELLTONTEC,KELLTONTEC,https://www.screener.in/company/KELLTONTEC/consolidated/,Kellton Tech Solutions Limited,KELLTONTEC
1195,PLATIND,PLATIND,https://www.screener.in/company/PLATIND/consolidated/,Platinum Industries Limited,PLATIND
1196,KERNEX,KERNEX,https://www.screener.in/company/KERNEX/consolidated/,Kernex Microsystems (India) Limited,KERNEX
1197,RAMCOSYS,RAMCOSYS,https://www.screener.in/company/RAMCOSYS/consolidated/,Ramco Systems Limited,RAMCOSYS
1198,WALCHANNAG,WALCHANNAG,https://www.screener.in/company/WALCHANNAG/,Walchandnagar Industries Limited,WALCHANNAG
1199,CHEMFAB,CHEMFAB,https://www.screener.in/company/CHEMFAB/consolidated/,Chemfab Alkalis Limited,CHEMFAB
1200,UNIENTER,UNIENTER,https://www.screener.in/company/UNIENTER/,Uniphos Enterprises Limited,UNIENTER
1201,SARVESHWAR,SARVESHWAR,https://www.screener.in/company/SARVESHWAR/consolidated/,Sarveshwar Foods Limited,SARVESHWAR
1202,BODALCHEM,BODALCHEM,https://www.screener.in/company/BODALCHEM/consolidated/,Bodal Chemicals Limited,BODALCHEM
1203,SEMAC,SEMAC,https://www.screener.in/company/SEMAC/consolidated/,SEMAC CONSULTANTS LIMITED,SEMAC
1204,VISAKAIND,VISAKAIND,https://www.screener.in/company/VISAKAIND/,Visaka Industries Limited,VISAKAIND
1205,LIKHITHA,LIKHITHA,https://www.screener.in/company/LIKHITHA/,Likhitha Infrastructure Limited,LIKHITHA
1206,WEL,WEL,https://www.screener.in/company/WEL/,Wonder Electricals Limited,WEL
1207,ASAL,ASAL,https://www.screener.in/company/ASAL/,Automotive Stampings and Assemblies Limited,ASAL
1208,AMNPLST,AMNPLST,https://www.screener.in/company/AMNPLST/consolidated/,Amines & Plasticizers Limited,AMNPLST
1209,GPTINFRA,GPTINFRA,https://www.screener.in/company/GPTINFRA/consolidated/,GPT Infraprojects Limited,GPTINFRA
1210,NINSYS,NINSYS,https://www.screener.in/company/NINSYS/,NINtec Systems Limited,NINSYS
1211,SHIVALIK,SHIVALIK,https://www.screener.in/company/SHIVALIK/consolidated/,Shivalik Rasayan Limited,SHIVALIK
1212,VHL,VHL,https://www.screener.in/company/VHL/consolidated/,Vardhman Holdings Limited,VHL
1213,OWAIS,OWAIS,https://www.screener.in/company/OWAIS/,Owais Metal And Mineral Processing Limited,OWAIS
1214,TRACXN,TRACXN,https://www.screener.in/company/TRACXN/,Tracxn Technologies Limited,TRACXN
1215,EXCELINDUS,EXCELINDUS,https://www.screener.in/company/EXCELINDUS/consolidated/,Excel Industries Limited,EXCELINDUS
1216,INFOBEAN,INFOBEAN,https://www.screener.in/company/INFOBEAN/consolidated/,InfoBeans Technologies Limited,INFOBEAN
1217,SANDESH,SANDESH,https://www.screener.in/company/SANDESH/,The Sandesh Limited,SANDESH
1218,EIMCOELECO,EIMCOELECO,https://www.screener.in/company/EIMCOELECO/,Eimco Elecon (India) Limited,EIMCOELECO
1219,CENTENKA,CENTENKA,https://www.screener.in/company/CENTENKA/,Century Enka Limited,CENTENKA
1220,HPAL,HPAL,https://www.screener.in/company/HPAL/,HP Adhesives Limited,HPAL
1221,MICEL,MICEL,https://www.screener.in/company/MICEL/,MIC Electronics Limited,MICEL
1222,FAZE3Q,FAZE3Q,https://www.screener.in/company/FAZE3Q/,Faze Three Limited,FAZE3Q
1223,ORIENTPPR,ORIENTPPR,https://www.screener.in/company/ORIENTPPR/,Orient Paper & Industries Limited,ORIENTPPR
1224,MAXIND,MAXIND,https://www.screener.in/company/MAXIND/consolidated/,Max India Limited,MAXIND
1225,GRPLTD,GRPLTD,https://www.screener.in/company/GRPLTD/consolidated/,GRP Limited,GRPLTD
1226,DENORA,DENORA,https://www.screener.in/company/DENORA/,De Nora India Limited,DENORA
1227,ASALCBR,ASALCBR,https://www.screener.in/company/ASALCBR/,Associated Alcohols & Breweries Ltd.,ASALCBR
1228,GKWLIMITED,GKWLIMITED,https://www.screener.in/company/GKWLIMITED/,GKW Limited,GKWLIMITED
1229,VLSFINANCE,VLSFINANCE,https://www.screener.in/company/VLSFINANCE/consolidated/,VLS Finance Limited,VLSFINANCE
1230,SPECIALITY,SPECIALITY,https://www.screener.in/company/SPECIALITY/,Speciality Restaurants Limited,SPECIALITY
1231,CHEMCON,CHEMCON,https://www.screener.in/company/CHEMCON/,Chemcon Speciality Chemicals Limited,CHEMCON
1232,SRHHYPOLTD,SRHHYPOLTD,https://www.screener.in/company/SRHHYPOLTD/,Sree Rayalaseema Hi-Strength Hypo Limited,SRHHYPOLTD
1233,PPL,PPL,https://www.screener.in/company/PPL/,Prakash Pipes Limited,PPL
1234,NCLIND,NCLIND,https://www.screener.in/company/NCLIND/,NCL Industries Limited,NCLIND
1235,HEXATRADEX,HEXATRADEX,https://www.screener.in/company/HEXATRADEX/consolidated/,Hexa Tradex Limited,HEXATRADEX
1236,DECCANCE,DECCANCE,https://www.screener.in/company/DECCANCE/,Deccan Cements Limited,DECCANCE
1237,SUTLEJTEX,SUTLEJTEX,https://www.screener.in/company/SUTLEJTEX/,Sutlej Textiles and Industries Limited,SUTLEJTEX
1238,SPENCERS,SPENCERS,https://www.screener.in/company/SPENCERS/consolidated/,Spencer's Retail Limited,SPENCERS
1239,BASILIC,BASILIC,https://www.screener.in/company/BASILIC/,Basilic Fly Studio Limited,BASILIC
1240,SILVERTUC,SILVERTUC,https://www.screener.in/company/SILVERTUC/consolidated/,Silver Touch Technologies Limited,SILVERTUC
1241,SCHAND,SCHAND,https://www.screener.in/company/SCHAND/consolidated/,S Chand And Company Limited,SCHAND
1242,AGSTRA,AGSTRA,https://www.screener.in/company/AGSTRA/consolidated/,AGS Transact Technologies Limited,AGSTRA
1243,DYCL,DYCL,https://www.screener.in/company/DYCL/,Dynamic Cables Limited,DYCL
1244,ALPEXSOLAR,ALPEXSOLAR,https://www.screener.in/company/ALPEXSOLAR/consolidated/,Alpex Solar Limited,ALPEXSOLAR
1245,RADIANTCMS,RADIANTCMS,https://www.screener.in/company/RADIANTCMS/,Radiant Cash Management Services Limited,RADIANTCMS
1246,AMBIKCO,AMBIKCO,https://www.screener.in/company/AMBIKCO/,Ambika Cotton Mills Limited,AMBIKCO
1247,BAJAJHCARE,BAJAJHCARE,https://www.screener.in/company/BAJAJHCARE/,Bajaj Healthcare Limited,BAJAJHCARE
1248,RSWM,RSWM,https://www.screener.in/company/RSWM/consolidated/,RSWM Limited,RSWM
1249,SAKAR,SAKAR,https://www.screener.in/company/SAKAR/,Sakar Healthcare Limited,SAKAR
1250,MUNJALAU,MUNJALAU,https://www.screener.in/company/MUNJALAU/consolidated/,Munjal Auto Industries Limited,MUNJALAU
1251,HMVL,HMVL,https://www.screener.in/company/HMVL/,Hindustan Media Ventures Limited,HMVL
1252,ELDEHSG,ELDEHSG,https://www.screener.in/company/ELDEHSG/consolidated/,Eldeco Housing And Industries Limited,ELDEHSG
1253,INDOAMIN,INDOAMIN,https://www.screener.in/company/INDOAMIN/consolidated/,Indo Amines Limited,INDOAMIN
1254,DENTALKART,DENTALKART,https://www.screener.in/company/DENTALKART/,Vasa Denticity Limited,DENTALKART
1255,VIKASLIFE,VIKASLIFE,https://www.screener.in/company/VIKASLIFE/consolidated/,Vikas Lifecare Limited,VIKASLIFE
1256,RUSHIL,RUSHIL,https://www.screener.in/company/RUSHIL/,Rushil Decor Limited,RUSHIL
1257,ADSL,ADSL,https://www.screener.in/company/ADSL/consolidated/,Allied Digital Services Limited,ADSL
1258,BCONCEPTS,BCONCEPTS,https://www.screener.in/company/BCONCEPTS/,Brand Concepts Limited,BCONCEPTS
1259,DBOL,DBOL,https://www.screener.in/company/DBOL/consolidated/,Dhampur Bio Organics Limited,DBOL
1260,LINC,LINC,https://www.screener.in/company/LINC/,Linc Limited,LINC
1261,RADHIKAJWE,RADHIKAJWE,https://www.screener.in/company/RADHIKAJWE/,Radhika Jeweltech Limited,RADHIKAJWE
1262,DHARMAJ,DHARMAJ,https://www.screener.in/company/DHARMAJ/,Dharmaj Crop Guard Limited,DHARMAJ
1263,MAGADSUGAR,MAGADSUGAR,https://www.screener.in/company/MAGADSUGAR/,Magadh Sugar & Energy Limited,MAGADSUGAR
1264,CHEVIOT,CHEVIOT,https://www.screener.in/company/CHEVIOT/,Cheviot Company Limited,CHEVIOT
1265,VINYAS,VINYAS,https://www.screener.in/company/VINYAS/,Vinyas Innovative Technologies Limited,VINYAS
1266,BALAJITELE,BALAJITELE,https://www.screener.in/company/BALAJITELE/consolidated/,Balaji Telefilms Limited,BALAJITELE
1267,OSWALGREEN,OSWALGREEN,https://www.screener.in/company/OSWALGREEN/,Oswal Greentech Limited,OSWALGREEN
1268,ICEMAKE,ICEMAKE,https://www.screener.in/company/ICEMAKE/consolidated/,Ice Make Refrigeration Limited,ICEMAKE
1269,GFLLIMITED,GFLLIMITED,https://www.screener.in/company/GFLLIMITED/consolidated/,GFL Limited,GFLLIMITED
1270,PANACEABIO,PANACEABIO,https://www.screener.in/company/PANACEABIO/consolidated/,Panacea Biotec Limited,PANACEABIO
1271,STCINDIA,STCINDIA,https://www.screener.in/company/STCINDIA/consolidated/,The State Trading Corporation of India Limited,STCINDIA
1272,TRU,TRU,https://www.screener.in/company/TRU/,TruCap Finance Limited,TRU
1273,UGARSUGAR,UGARSUGAR,https://www.screener.in/company/UGARSUGAR/,The Ugar Sugar Works Limited,UGARSUGAR
1274,MAANALU,MAANALU,https://www.screener.in/company/MAANALU/,Maan Aluminium Limited,MAANALU
1275,NRAIL,NRAIL,https://www.screener.in/company/NRAIL/,N R Agarwal Industries Limited,NRAIL
1276,JAGSNPHARM,JAGSNPHARM,https://www.screener.in/company/JAGSNPHARM/,Jagsonpal Pharmaceuticals Limited,JAGSNPHARM
1277,GHCLTEXTIL,GHCLTEXTIL,https://www.screener.in/company/GHCLTEXTIL/,GHCL Textiles Limited,GHCLTEXTIL
1278,ASIANTILES,ASIANTILES,https://www.screener.in/company/ASIANTILES/consolidated/,Asian Granito India Limited,ASIANTILES
